072420.75   +420900.6  2MASX J07242070+4209004       2193308  108110  0.057               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab:
133249.92   +530932.4  2MASX J13324987+5309323       2433293   67048  0.101  (R2P)        SAB       (s)           S0/a   0  0.50  (R2P)SAB(s)0/a
133253.89   +252847.4  2MASX J13325388+2528472       1738065  154338  0.064  (R)          SAB                     S0/a   0  0.50  (R)SAB0/a
133259.13   +321913.6  2MASX J13325915+3219134       1991392  131074  0.035  (R)          SB_a      (l)           S0+   -1  1.00  (R)SB_a(l)0^+^
133302.95   +371146.2  MRK 0456                        47704  120466  0.034  (R2P)        SA        (r)           Sbc    4  0.00  (R2P)SA(r)bc
133303.91   +173549.5  CGCG 102-012                    47702  182491  0.027               SA        (l,_rs)       S0+   -1  0.00  SA(l,_rs)0^+^
133305.34   -010208.9  NGC 5211                        47709  242145  0.012  (R2P)        SA        (rs)          Sb     3  0.00  (R2P)SA(rs)b
133306.03   +323528.5  MCG +06-30-030                  47697  122331  0.034  (RPL)        SA        (rl)          S0/a   0  0.00  (RPL)SA(rl)0/a
133307.01   +302545.5  2MASX J13330701+3025450       1903435  131629  0.056  (RPL)        SA_B_a    (r,bl)        S0/a   0  0.75  (RPL)SA_B_a(r,bl)0/a
133320.16   +512925.2  NGC 5225                        47731  219722  0.015               SA        (_rs)         Sab    2  0.00  SA(_rs)ab
133340.61   -024432.2  CGCG 017-023                    47758   38430  0.022  (R1R2P)      S_AB_a    (l)           S0/a   0  0.25  (R1R2P)S_AB_a(l)0/a
133346.50   +105505.3  2MASX J13334646+1055049       1386351  215969  0.094  (R1)         SAB_a     (l)           S0+   -1  0.50  (R1)SAB_a(l)0^+^
133349.85   +031857.1  CGCG 045-022                    47768   20179  0.022               SB        (rs,bl)       Sa     1  1.00  SB(rs,bl)a
133352.97   +602234.8  2MASX J13335295+6022348       2601326  201022  0.102  (RPL)        SB        (r,bl)        Sa     1  1.00  (RPL)SB(r,bl)a
133354.85   +384526.6  2MASX J13335485+3845259       2135758  113367  ---    (RP)         SAB       (r)           Sb     3  0.50  (RP)SAB(r)b: pec
133400.79   +132425.6  2MASX J13340078+1324257       1430260  111856  0.080               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^:
133409.17   +072651.1  SDSS J133409.16+072651.1      1322017   90307  0.082               SB        (_rs)         Sab    2  1.00  SB(_rs)ab:
133410.16   +130946.6  CGCG 073-031                    47797   97922  0.043               SB        (_rs,_rs,bl)  Sa     1  1.00  SB(_rs,_rs,bl)a
133418.73   +345147.3  2MASX J13341873+3451475         47817  116766  0.024               SAB_a     (r,bl)        S0+   -1  0.50  SAB_a(r,bl)0^+^
133426.19   +023418.0  2MASX J13342622+0234177       1231098   18859  0.077  (R2P)        S_AB      (rl)          Sb     3  0.25  (R2P)S_AB(rl)b
133438.51   +431955.9  2MASX J13343845+4319564       2218216  212071  0.061  (R)          S_AB      (rs)          Sa     1  0.25  (R)S_AB(rs)a pec
133450.32   +331833.6  2MASX J13345028+3318333       2029069  126920  0.040  (RP?)        SAB       (rs)          Sa     1  0.50  (RP?)SAB(rs)a
133503.57   +501728.4  2MASX J13350362+5017279       2368647  219425  0.089  (R2P)        SAB_a     (l)           S0/a   0  0.50  (R2P)SAB_a(l)0/a
133507.21   +613229.4  2MASX J13350721+6132294       2619867  200496  0.097  (R1)         SAB       (l)           Sa     1  0.50  (R1)SAB(l)a:
133514.80   +250241.1  KUG 1332+252                    47899  154010  0.026  (RP)         SA        (rs)          Sa     1  0.00  (RP)SA(rs)a
133516.77   +163628.2  SDSS J133516.76+163628.2          ---  184849  0.136  (R2P)        S_AB      (l)           Sb     3  0.25  (R2P)S_AB(l)b:
133517.51   +034838.6  SDSS J133517.51+034838.5      3396406   30162  0.140               SA        (_rs)         Sab    2  0.00  SA(_rs)ab
133525.29   +145633.5  2MASX J13352527+1456331       1471087  112727  0.087  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b
133525.66   +312145.8  2MASX J13352563+3121456       1943623  130703  0.061  (R1R2P)      SAB_a     (l)           S0/a   0  0.50  (R1R2P)SAB_a(l)0/a
133531.00   +660731.1  CGCG 316-021                    47919    9523  0.022  (L)          SA_B      (rs)          Sc     5  0.75  (L)SA_B(rs)c
133535.34   +542250.5  2MASX J13353530+5422503       3482579   65239  0.040  (R1P)        SAB_a     (ir_l)        Sa     1  0.50  (R1P)SAB_a(ir_l)a
133542.22   +355253.6  2MASX J13354223+3552536       2071462  119585  0.059               SB        (r,bl)        Sa     1  1.00  SB(r,bl)a
133542.40   +131951.3  IC 0901                         47954  111861  0.043  (RP)         SB        (r,bl)        Sa     1  1.00  (RP)SB(r,bl)a pec
133543.74   +391943.5  2MASX J13354372+3919432       2147789  229388  0.080  (R1P)        SAB       (r)           Sbc    4  0.50  (R1P)SAB(r)bc
133544.06   +260658.7  2MASX J13354406+2606585       1763246  158066  0.068  (R1P:)       SAB_a     (rs)          Sab    2  0.50  (R1P:)SAB_a(rs)ab:
133545.05   +275203.4  2MASX J13354501+2752035       1820121  137393  0.027  (R1:)        SAB_a     (_rs,nb)      Sa     1  0.50  (R1:)SAB_a(_rs,nb)a
133547.37   +455037.6  2MASX J13354734+4550375       2271298  241004  0.061  (R1L)        SA        (rl)          S0+   -1  0.00  (R1L)SA(rl)0^+^
133549.48   +420959.4  2MASX J13354945+4209596       2193584  213502  0.054  (RP)         SA_B      (_rs)         Sa     1  0.75  (RP)SA_B(_rs)a
133638.51   +401528.9  2MASX J13363847+4015286       2163121  224364  0.062  (R2P)        S_AB_a    (r)           Sb     3  0.25  (R2P)S_AB_a(r)b
133644.38   +513240.5  2MASX J13364436+5132403       3087271  219725  0.062               SA        (r)           Sbc    4  0.00  SA(r)bc
133646.26   +343737.6  2MASX J13364627+3437380       2052082  123183  0.040  (R1P)        S_AB      (r)           Sab    2  0.25  (R1P)S_AB(r)ab
133654.46   +172359.9  CGCG 102-024                    48073  185115  0.023               S_AB      (rs)          S0/a   0  0.25  S_AB(rs)0/a pec
133658.57   +001332.5  CGCG 017-037                    48088  244323  0.022  (L)          SAB_a     (rs)          Sa     1  0.50  (L)SAB_a(rs)a
133705.67   +620738.1  2MASX J13370558+6207382       2631057  201845  0.104  (R1P)        SA_B_a    (s)           Sb     3  0.75  (R1P)SA_B_a(s)b
133708.02   +023948.3  2MASX J13370806+0239479       1233957   15884  0.101  (RP)         SA        (s)           Sa     1  0.00  (RP)SA(s)a
133724.29   +063036.8  UGC 08610 NOTES01                 ---   89985  0.038  (R2P)        SAB       (l)           Sbc    4  0.50  (R2P)SAB(l)bc
133724.59   +090124.6  CGCG 073-053                    48114  229957  0.023  (R1R2)       S_AB_a    (l)           S0+   -1  0.25  (R1R2)S_AB_a(l)0^+^
133729.98   +254728.7  2MASX J13372995+2547284       1750004  142635  0.075  (R1P)        SAB_a     (irpl)        Sa     1  0.50  (R1P)SAB_a(irpl)a
133735.25   +490744.4  2MASX J13373523+4907443       2334322   56057  0.135  (RP)         SA        (s)           Sb     3  0.00  (RP)SA(s)b:
133739.21   +543524.7  2MASX J13373915+5435242       2474143   67952  0.068  (R2P)        SAB_a     (s)           Sb     3  0.50  (R2P)SAB_a(s)b
133756.79   +515224.8  2MASX J13375677+5152249       3811099  219803  0.064  (R1P)        SA_B      (rs)          Sb     3  0.75  (R1P)SA_B(rs)b
133803.10   +242800.5  2MASX J13380314+2428006       1707956  159580  0.056               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^ pec
133810.13   +310712.0  2MASX J13381016+3107124       1932572  132334  0.135  (R2P)        SAB       (l:)          Sa     1  0.50  (R2P)SAB(l:)a:
133814.89   +214712.4  KUG 1335+220                    48187  168736  0.038  (R12P)       SA        (r)           Sa     1  0.00  (R12P)SA(r)a
133819.09   +261154.5  2MASX J13381905+2611546         48195  143167  0.062  (RP)         SA        (rl)          S0/a   0  0.00  (RP)SA(rl)0/a
133825.74   +200410.1  2MASX J13382570+2004104       1615277  172985  0.093  (R1PR2P)     SAB_a     (irpl)        Sb     3  0.50  (R1PR2P)SAB_a(irpl)b
133828.01   +073418.2  2MASX J13382799+0734179       3811245  222598  0.078  (R2P)        SA        (r)           Sb     3  0.00  (R2P)SA(r)b
133830.10   +073826.9  2MASX J13383008+0738269       3811254  222599  0.084  (RL)         SA                      S0+   -1  0.00  (RL)SA0^+^
133831.13   +330215.7  2MASX J13383108+3302154       3811259  126926  0.061  (R2P)        SAB       (rs)          Sa     1  0.50  (R2P)SAB(rs)a
133840.03   +614457.2  ARK 425                         48229  200648  0.031  (R)          SAB       (r)           S0+   -1  0.50  (R)SAB(r)0^+^
133842.87   +452157.7  MCG +08-25-032                  48248  208860  0.038               SB        (r)           S0/a   0  1.00  SB(r)0/a pec
133844.12   +261942.7  CGCG 161-098                    48241  140810  0.028  (RPL)        SB        (_rs)         Sa     1  1.00  (RPL)SB(_rs)a
133903.53   +273444.1  2MASX J13390357+2734448       1812234  134950  0.037  (RPL)        S_AB      (rl)          Sb     3  0.25  (RPL)S_AB(rl)b:
133906.36   +581855.8  SDSS J133906.35+581855.7      2577222   58838  0.082  (RP)         SA        (l)           Sb     3  0.00  (RP)SA(l)b:
133911.87   +575402.6  2MASX J13391175+5754028       2572285   58715  0.072  (RPL)        SA_B      (_rs)         Sb     3  0.75  (RPL)SA_B(_rs)b
133918.78   +072851.7  2MASX J13391877+0728515       1322879  222601  0.051  (RP)         SA_B_a    (s)           Sab    2  0.75  (RP)SA_B_a(s)ab
133922.03   +054527.6  2MASX J13392201+0545274       1288620   32188  0.023  (RP)         SAB       (_rs)         Sab    2  0.50  (RP)SAB(_rs)ab
133931.12   -010329.2  2MASX J13393109-0103296       1127814     147  0.086  (R12P)       SAB_a     (l)           S0/a   0  0.50  (R12P)SAB_a(l)0/a
133940.29   +350124.2  2MASX J13394023+3501245         48308  116890  0.025               SA        (r)           S0/a   0  0.00  SA(r)0/a [bc]
133940.68   +334121.6  2MASX J13394066+3341215       2037074  122864  0.061               SB        (r)           Sab    2  1.00  SB(r)ab
133943.26   +500049.2  2MASX J13394324+5000486       2360255  219430  0.099               SA        (rl)          S0/a   0  0.00  SA(rl)0/a:
133950.17   +184253.0  2MASX J13395020+1842528       1567964  171948  0.115               SB        (_rs)         Sb     3  1.00  SB(_rs)b pec
133951.95   +091007.9  2MASX J13395193+0910074       1360825   91027  0.086  (R1)         SAB_a     (irpl)        S0+   -1  0.50  (R1)SAB_a(irpl)0^+^:
134000.69   +360607.7  2MASX J13400065+3606076       2075010  119865  ---    (R1P)        SAB_a     (l)           Sb     3  0.50  (R1P)SAB_a(l)b
134016.09   +050434.7  NGC 5261                        48360   31341  0.023  (RL)         SA        (l)           S0+   -1  0.00  (RL)SA(l)0^+^
134017.33   +184406.7  2MASX J13401735+1844071       1568612  171951  0.086  (R2P)        SA_B      (_rs)         Sb     3  0.75  (R2P)SA_B(_rs)b
134017.77   +551807.1  2MASX J13401777+5518073       2497348   84572  0.138  (RP)         SAB       (s)           Sa     1  0.50  (RP)SAB(s)a
134024.19   +632956.8  2MASX J13402417+6329562       2656707  191534  0.104  (R1R2P)      SAB       (l)           Sab    2  0.50  (R1R2P)SAB(l)ab:
134027.18   +044625.8  CGCG 045-068                    48377  198356  0.023  (R1P)        SAB       (rs)          S0/a   0  0.50  (R1P)SAB(rs)0/a
134031.05   +261826.6  2MASX J13403108+2618266         48383  140815  0.062  (R1P)        SAB_a     (p,rl)        Sab    2  0.50  (R1P)SAB_a(p,rl)ab
134031.48   +553543.4  2MASX J13403142+5535431       2507704   86540  0.037  (R1P)        SB        (p,_rs)       Sab    2  1.00  (R1P)SB(p,_rs)ab
134032.17   -002621.9  2MASX J13403213-0026216         48385  242769  0.087  (R1P)        SA_B      (rs)          Sb     3  0.75  (R1P)SA_B(rs)b pec
134033.85   +093024.4  2MASX J13403388+0930245       1366111   91413  0.072  (RP)         S_AB      (irpl)        Sa     1  0.25  (RP)S_AB(irpl)a
134034.49   +073501.2  2MASX J13403453+0735005       1325567  222603  0.055               SAB       (r)           Scd    6  0.50  SAB(r)cd:
134036.26   +301904.9  2MASX J13403623+3019050       3811814  130324  0.040  (R1R2P)      S_AB_a    (l)           S0/a   0  0.25  (R1R2P)S_AB_a(l)0/a
134043.90   +255430.1  CGCG 131-023 NED02                ---  140304  0.031               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^:
134046.57   +522342.7  2MASX J13404661+5223425       2413868   66881  0.102               SAB       (r,bl)        S0/a   0  0.50  SAB(r,bl)0/a:
134058.92   +151801.0  2MASX J13405890+1518012       1480892  178946  0.137               SA        (r)           S0+   -1  0.00  SA(r)0^+^
134111.14   +302241.2  MRK 0268                        48432  130325  0.040  (RP)         SA_B_a    (irpl)        S0/a   0  0.75  (RP)SA_B_a(irpl)0/a
134116.96   +184139.7  2MASX J13411699+1841394       1567332  171954  0.088  (RP)         SAB_a     (l)           Sa     1  0.50  (RP)SAB_a(l)a:
134118.29   +242946.3  UGC 08661                       48427  171318  0.027  (R1)         SAB       (_rs)         S0/a   0  0.50  (R1)SAB(_rs)0/a
134142.48   +020743.5  2MASX J13414249+0207434       1216858   18188  0.075  (RP)         SA        (l)           Sab    2  0.00  (RP)SA(l)ab
134144.00   +040825.3  2MASX J13414397+0408254       1264052   30455  0.079  (RP)         SAB       (l)           Sab    2  0.50  (RP)SAB(l)ab
134144.11   +002624.6  2MASX J13414406+0026244       1165959    1504  0.074  (R1P)        SA        (r)           Sb     3  0.00  (R1P)SA(r)b
134210.36   +243328.4  2MASX J13421033+2433288       1710242  171321  0.061  (R)          SAB_a     (l)           S0/a   0  0.50  (R)SAB_a(l)0/a
134213.18   +272525.2  2MASX J13421315+2725248       1807688  134954  0.120  (R2P)        SAB       (s)           Sab    2  0.50  (R2P)SAB(s)ab
134226.23   +263212.7  2MASX J13422623+2632123         48551  143628  0.076  (RP)         SA        (l)           Sb     3  0.00  (RP)SA(l)b
134231.14   +581238.6  2MASX J13423113+5812387       2575900   58843  0.071  (R1PR2PL)    SB                      Sa     1  1.00  (R1PR2PL)SBa:
134234.72   +592045.5  2MASX J13423470+5920447       2589383   35548  0.073  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b:
134244.43   +350346.5  2MASX J13424440+3503460       2058814  119319  0.024  (R)          SAB       (r)           S0/a   0  0.50  (R)SAB(r)0/a
134245.94   +092648.9  SDSS J134245.94+092648.8      1365232   91416  0.080  (R1P)        SB        (r)           Sb     3  1.00  (R1P)SB(r)b:
134256.82   +604922.3  2MASX J13425686+6049225       2607409  200321  0.088  (R1P)        SA        (rl)          Sab    2  0.00  (R1P)SA(rl)ab
134301.57   +175312.3  CGCG 102-038                    48591  171450  0.028               SA        (rs,_rs)      Sab    2  0.00  SA(rs,_rs)ab
134317.36   +312432.3  2MASX J13431734+3124323       1945766  132696  0.064  (RP)         SA_B_a    (_rs,bl)      Sab    2  0.75  (RP)SA_B_a(_rs,bl)ab:
134321.02   +454744.9  2MASX J13432104+4547447       2270569  241189  0.063  (RP)         SA                      Sa     1  0.75  (RP)SA_B_aa
134400.43   +142453.5  2MASX J13440038+1424536       1457504  112505  0.124  (R2P)        SAB       (l)           Sbc    4  0.50  (R2P)SAB(l)bc
134405.18   +410831.6  2MASX J13440521+4108314       2176345   94592  0.061               SAB       (r)           S0/a   0  0.50  SAB(r)0/a:
134438.39   +162855.0  2MASX J13443835+1628548       1509831  179472  0.066  (R1R2P)      SAB_a     (l)           Sa     1  0.50  (R1R2P)SAB_a(l)a
134451.03   +030336.4  2MASX J13445104+0303365       1244219   16322  0.076  (R1R2P)      SAB_a     (l)           Sab    2  0.50  (R1R2P)SAB_a(l)ab
134452.61   -011452.3  2MASX J13445258-0114529       1123294   39948  0.178  (RP)         SA                      Sa     1  0.00  (RP)SAa:
134452.91   +000520.2  2MASX J13445288+0005205       1156796    1098  0.087  (R1P)        SAB       (l)           Sa     1  0.50  (R1P)SAB(l)a
134503.75   +553433.9  2MASX J13450373+5534336       2507012   84928  0.043  (R:)         SB_a      (r)           S0+   -1  1.00  (R:)SB_a(r)0^+^
134507.47   +030053.6  2MASX J13450748+0300537       3122925   16324  0.077  (R12P)       SAB       (s)           Sa     1  0.50  (R12P)SAB(s)a:
134508.71   +413012.2  NGC 5289                        48749   94924  0.008  (RP)         SAB_a     (rs)          Sb     3  0.50  (RP)SAB_a(rs)b
134533.79   +043013.1  2MASX J13453376+0430132       1269122   30917  0.093  (RL)         SAB                     S0+   -1  0.50  (RL)SAB0^+^
134534.03   +002553.3  2MASX J13453403+0025532       1165752    1514  0.089  (RP)         SAB_a     (rs)          Sb     3  0.50  (RP)SAB_a(rs)b
134534.20   +084401.9  SDSS J134534.19+084401.9      1352693  229972  0.120  (RP)         SAB:      (s)           Sa     1  0.50  (RP)SAB:(s)a
134540.87   +114447.5  2MASX J13454084+1144472       1398174   89103  0.088  (R1P)        SAB       (s)           Sab    2  0.50  (R1P)SAB(s)ab:
134554.23   +021502.3  2MASX J13455423+0215023       1220917   15487  0.033  (RP)         SA        (l,r,_rs)     Sa     1  0.00  (RP)SA(l,r,_rs)a
